advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-05-31,3,581.0,1850,1 out of 5,Perth,Semi-Furnished,Family,2,Contact Owner,6/,911,Anthony State Highway,Little,Dr.,David,Hernandez,m,11720399,harrisonjohn@example.org
2022-06-14,3,574.0,1600,2 out of 4,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Unit 25 ,0,Brian Motorway,Alley,,Angela,Jones,u,03-5461-9911,rwalker@example.net
2022-06-06,2,572.0,1400,Ground out of 1,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 96 ,62,Diaz Corso,Alleyway,Dr.,Maria,Wong,f,(03)-1231-9546,christine17@example.com
2022-06-04,2,568.0,950,Ground out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Level 8 ,29,Diaz Approach,Bridge,Dr.,Ronald,Perry,m,(07) 4845 1534,quinnadam@example.net
2022-06-22,2,568.0,878,3 out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Level 2 ,49,Jennifer Gully,Trail,Mr.,Joshua,Cook,m,0482.034.287,johnfox@example.com
2022-05-06,2,577.0,875,2 out of 6,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,0/,2,Merritt Crossroad,Steps,Dr.,Himmat,Sawhney,f,02638814,katherine27@example.com
2022-06-02,2,571.0,300,3 out of 4,Perth,Furnished,Bachelors/Family,2,Contact Owner,Unit 80 ,984,Kayla Alley,Right Of Way,,Lisa,Torres,u,6543.8365,deborahmorrison@example.org
2022-06-14,3,587.0,1800,4 out of 5,Perth,Furnished,Bachelors/Family,3,Contact Owner,1/,336,Brown Corner,Cutting,Mr.,Richard,Oneill,m,0410-313-333,loganstevenson@example.com
2022-05-25,2,571.0,800,2 out of 4,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,19/,4,Karen Trail,Quadrant,Mrs.,Cynthia,Blair,f,+61-7-1748-3606,hutchinsoncorey@example.org
2022-05-29,2,571.0,1175,5 out of 5,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 90 ,5,Adams Ground,Route,,Nicholas,Little,u,0118 3776,gconway@example.org
2022-06-25,2,574.0,1080,3 out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 08 ,491,Cox Quays,Boulevard,Mrs.,Jennifer,Harmon,f,0829108112,catherine21@example.org
2022-05-06,2,568.0,1090,2 out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Level 6 ,77,Marshall Crossing,Close,Mr.,Robert,Norton,m,+61-499-073-765,stephensmarie@example.com
2022-05-06,2,566.0,60,3 out of 5,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 01 ,241,Olivia Grange,Lees,Dr.,Ross,McKinnon,f,(08)75107339,stewartkrista@example.org
2022-05-16,1,561.0,60,1 out of 2,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,0/,0,Thomas Crossroad,Nook,,James,Simon,u,+61-8-5120-1440,davisbianca@example.net
2022-06-10,2,567.0,600,3 out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 892 ,5,David Circle,Ridgeway,,Mx.,Maureen,u,+61.481.416.533,smithrandy@example.org
2022-05-20,1,577.0,470,3 out of 5,Perth,Furnished,Bachelors/Family,1,Contact Agent,8/,602,Melissa Piazza,Row,Mr.,Jivika,Dayal,m,+61 8 5317 7317,gmontoya@example.com
2022-05-06,2,567.0,720,1 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,403/,35,Green Siding,Cruiseway,Mrs.,Dharmajan,Lad,f,+61-418-626-777,robertzavala@example.org
2022-05-12,1,565.0,450,Ground out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,87/,955,Castillo Strand,Common,,Mx.,Jamie,u,+61.7.9732.4832,eric16@example.net
2022-06-26,2,571.0,1100,1 out of 1,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,168/,939,Alexander Expressway,Parkway,Mr.,Amira,Chawla,m,+61.447.310.209,rrodriguez@example.net
2022-06-25,2,587.0,1500,Ground out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,372/,124,Castillo Siding,Brae,Mr.,Tracy,Cooper,m,0154-9470,christian54@example.net
2022-05-29,4,613.0,3000,3 out of 4,Perth,Semi-Furnished,Bachelors/Family,4,Contact Owner,Flat 39 ,455,Michael Fire Track,Freeway,Mr.,Jesse,Gutierrez,m,(08)-4436-6271,troybowen@example.net
2022-06-26,3,581.0,2000,1 out of 1,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Unit 47 ,4,Amanda Cutting,Meander,,Andrew,Hunter,u,0431 124 949,rebeccawhite@example.net
2022-06-14,2,576.0,800,2 out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,0/,380,Gibson Promenade,Run,Mr.,Fernando,Brown,m,0203293810,vasquezemily@example.com
2022-05-12,2,574.0,1200,2 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,60/,07,Michael Pocket,Distributor,,Victor,Ortiz,u,(08) 1811 6074,robert87@example.net
2022-06-18,1,562.0,400,1 out of 2,Perth,Unfurnished,Bachelors/Family,1,Contact Builder,Level 6 ,68,Montes Plateau,Pass,Ms.,Allison,Aguilar,f,+61 420 082 342,andrea80@example.net
2022-06-04,3,600.0,1250,4 out of 5,Perth,Unfurnished,Bachelors,2,Contact Owner,08/,70,Butler Wynd,Avenue,Mr.,Derrick,Berger,m,+61.8.4852.2521,nmartin@example.org
2022-06-06,4,601.0,2050,1 out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 10 ,75,Dillon Right Of Way,Centre,,Joel,Mendoza,u,5718 0067,zunigapeter@example.net
2022-05-22,3,594.0,1700,3 out of 5,Perth,Furnished,Family,3,Contact Agent,91/,474,Garcia Quays,Walk,Dr.,Monica,Hughes,f,+61 425 718 645,susan93@example.com
2022-05-22,2,576.0,1000,2 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Agent,Level 9 ,58,Roth Stairs,Brace,Mrs.,Laura,Juarez,f,+61 8 9454 8727,bwyatt@example.org
2022-06-03,2,572.0,1160,3 out of 5,Perth,Unfurnished,Bachelors,2,Contact Owner,044/,913,Wright Driveway,Thoroughfare,Dr.,Aida,María,f,13250157,hshelton@example.net
2022-05-06,3,573.0,1540,2 out of 5,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,29/,605,Ramsey Trunkway,Range,Mrs.,Melanie,Anderson,f,98760402,steven31@example.org
2022-05-06,2,565.0,1000,2 out of 8,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Level 7 ,910,Ricky Crest,Glen,Mr.,Jorge,Chase,m,67412924,jamesmunoz@example.com
2022-05-31,3,557.0,2100,1 out of 3,Perth,Furnished,Bachelors/Family,3,Contact Owner,Suite 574 ,69,Curtis Link,Grange,Mr.,Joshua,Drake,m,+61.406.321.749,tiffanyevans@example.net
2022-05-18,3,574.0,1600,1 out of 5,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Flat 49 ,8,Calderon Sound,Little,,Mark,Wilson,u,+61-3-9873-2151,ysmith@example.com
2022-06-18,2,571.0,500,1 out of 2,Perth,Furnished,Bachelors/Family,2,Contact Owner,Unit 43 ,5,Edwards Wynd,Parade,,Elizabeth,Neal,u,+61.2.9844.7852,iflores@example.net
2022-06-17,3,587.0,1300,Ground out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 03 ,8,Roberts Tollway,Riverway,Ms.,Amber,Garcia,f,(03)-7515-4643,hillandrew@example.net
2022-06-25,2,572.0,600,1 out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,6/,68,Amanda Break,Highway,,Hannah,Gomez,u,+61.488.004.871,ryanmerritt@example.com
2022-06-25,3,600.0,1565,1 out of 6,Perth,Furnished,Bachelors/Family,3,Contact Owner,Flat 32 ,77,Nelson Distributor,View,Mrs.,Crystal,Hunter,f,(02).5117.8911,michael03@example.org
2022-06-03,2,569.0,1100,1 out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Suite 219 ,12,Jessica Riviera,Brace,Mrs.,Amber,Jensen,f,1480-9054,kingbrandi@example.com
2022-05-12,2,587.0,1200,1 out of 6,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,62/,4,Proctor Walkway,Crossroad,Dr.,Samuel,Johnson,m,(02) 0030 4936,garciaryan@example.com
2022-06-03,3,600.0,2000,1 out of 5,Perth,Furnished,Family,3,Contact Owner,Suite 001 ,41,Mejia Garden,Formation,Dr.,Aaron,Long,m,+61-8-6970-5281,kimberly55@example.com
2022-05-25,3,590.0,2200,3 out of 6,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Flat 97 ,911,Gonzalez Circuit,Frontage,,Justin,Reynolds,u,+61 7 9713 1324,linda02@example.org
2022-05-06,3,581.0,1950,5 out of 6,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Apt. 781 ,72,Stephanie Range,Run,,Bonnie,Bell,u,+61 455 505 273,iturner@example.org
2022-05-16,2,566.0,130,1 out of 1,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 431 ,54,Jerry Roadway,Motorway,Mrs.,Kari,Johnson,f,(08)-2765-6216,thompsonmegan@example.com
2022-06-10,2,573.0,1300,Ground out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 60 ,69,Miller Beach,Mount,Mrs.,Bethany,Lawson,f,0314388467,joshuagonzales@example.org
2022-06-09,3,600.0,1675,5 out of 12,Perth,Unfurnished,Bachelors/Family,3,Contact Owner,Level 4 ,2,Tiffany Bend,Copse,,Tiffany,Rhodes,u,18946811,boydtaylor@example.org
2022-05-12,3,581.0,1800,3 out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,443/,87,Valerie Amble,Square,,Yada,Tungkasethakul,u,(08)15707279,todd54@example.org
2022-06-14,3,578.0,1400,1 out of 5,Perth,Furnished,Bachelors/Family,3,Contact Owner,4/,8,Brooks Outlook,Colonnade,Ms.,Tina,Bright,f,+61767337965,jbush@example.org
2022-05-12,2,568.0,950,Ground out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 525 ,7,Timothy Broadway,Pocket,,Daniel,Mann,u,0460.892.854,ryanduran@example.net
2022-05-12,2,571.0,650,1 out of 2,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,484/,31,Randy Street,Quays,Mr.,Sean,Mccoy,m,+61 488 922 307,pscott@example.org
2022-06-24,1,562.0,100,3 out of 3,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,1/,518,Walters Quay,Dip,,Stuvan,De,u,03-8156-1633,henry72@example.org
2022-05-25,2,569.0,950,2 out of 3,Perth,Unfurnished,Bachelors,2,Contact Owner,Unit 88 ,259,Julia Siding,Roadway,Ms.,Emma,Padilla,f,(03) 5190 0112,sherrylewis@example.net
2022-06-10,2,571.0,1000,1 out of 2,Perth,Unfurnished,Bachelors,2,Contact Owner,2/,90,Brittany Circus,Reserve,Dr.,Curtis,Patton,m,+61.2.0583.5048,ujackson@example.com
2022-06-06,2,571.0,900,3 out of 4,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,43/,158,Kelly Crossroad,Access,Mrs.,Donna,Reed,f,0474 331 058,matthewwhite@example.net
2022-05-29,3,581.0,1800,7 out of 10,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Level 1 ,050,Clarke Foreshore,Tollway,Mrs.,Kimberly,Khan,f,(08).9732.6249,christopher28@example.net
2022-05-09,3,583.0,1800,2 out of 5,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,8/,9,Cassandra Crescent,Hill,Dr.,Sandra,Thompson,f,03 2930 1906,roberthale@example.net
2022-05-12,2,574.0,1000,2 out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 938 ,301,Shaffer Triangle,Gardens,,Wesley,Foster,u,+61226694528,dcarter@example.net
2022-05-12,1,562.0,450,1 out of 2,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,05/,7,Robin Garden,Basin,Dr.,Michelle,Jefferson,f,03-0968-3117,michelle89@example.org
2022-05-28,3,576.0,1771,2 out of 5,Perth,Unfurnished,Bachelors/Family,3,Contact Owner,Apt. 642 ,861,Barbara Cutting,Plateau,Dr.,Kimberly,Johnson,f,(08) 2997 1706,joelkim@example.com
2022-06-22,2,566.0,1000,2 out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 019 ,7,Matthew Retreat,View,Mr.,Alexis,Black,m,+61333685750,rwood@example.org
2022-05-08,2,573.0,1050,2 out of 5,Perth,Semi-Furnished,Bachelors,2,Contact Owner,3/,594,Walker Access,Intersection,,Laurie,Morales,u,6827-3024,stephanie41@example.org
2022-06-08,3,574.0,1500,2 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Level 6 ,9,Leblanc Link,Lees,,Katherine,Perry,u,(03).1354.0379,lori11@example.net
2022-05-12,2,563.0,750,1 out of 2,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Level 6 ,849,Robert End,Path,Dr.,Nathaniel,Pham,m,7035 1623,bhayes@example.net
2022-05-12,2,573.0,1100,Ground out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 95 ,560,Ballard Lane,Fairway,,Glen,Bowman,u,0129 2847,paul14@example.com
2022-05-20,2,568.0,600,2 out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,40/,3,Mays Tarn,Crossroad,Mr.,Daniel,Beck,m,(08).1947.6960,fmorgan@example.org
2022-05-25,2,571.0,1080,2 out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,794/,200,Diane Circlet,Steps,Miss,Heather,Kennedy,f,0468-412-475,hhart@example.net
2022-04-28,2,571.0,1100,3 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 17 ,97,Steven Corso,End,Mr.,Paul,Tate,m,2850 4972,wardsamuel@example.com
2022-05-17,2,567.0,750,2 out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,803/,33,Joseph Right Of Way,Expressway,Mrs.,Donna,Cox,f,+61.2.5482.5272,iparker@example.net
2022-04-30,2,578.0,1248,4 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,32/,546,Fuentes Parkway,Ridge,,Michael,Torres,u,1454-8313,taylorcristina@example.org
2022-06-02,2,573.0,1110,2 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 51 ,8,Mitchell Dip,Road,Dr.,Taylor,Booth,m,+61.2.6430.4886,robinsonlee@example.com
2022-05-06,2,567.0,800,4 out of 5,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,617/,9,Pierce Point,Right Of Way,Mr.,David,King,m,(02)-1169-7938,ashleygutierrez@example.net
2022-06-22,1,565.0,500,1 out of 2,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Suite 563 ,4,Leonard Parklands,Thoroughfare,Mrs.,Anna,Hurst,f,+61.2.5705.3902,harriselizabeth@example.com
2022-05-15,2,573.0,950,5 out of 5,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Level 6 ,097,Miller Siding,Steps,Mrs.,Elizabeth,Beltran,f,+61835575389,briangaines@example.com
2022-04-30,1,568.0,1300,Ground out of 1,Perth,Furnished,Bachelors/Family,1,Contact Owner,Suite 537 ,4,Mcdonald Gardens,Round,,Derek,Fleming,u,0237433797,shelly76@example.org
2022-05-25,2,577.0,1150,5 out of 6,Perth,Furnished,Bachelors/Family,2,Contact Owner,Suite 916 ,2,Sanders Centre,Roadside,Dr.,Nicole,Kelly,f,5691 2166,earl31@example.org
2022-05-06,2,568.0,927,3 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 70 ,6,Ashley Siding,Terrace,Miss,Rohan,Sagar,f,+61-3-5434-3445,vberry@example.com
2022-06-25,3,583.0,1500,4 out of 5,Perth,Unfurnished,Bachelors/Family,3,Contact Owner,Level 0 ,9,Adam Quad,Subway,Dr.,Denise,Barry,f,+61 422 609 164,kirk13@example.org
2022-05-29,2,571.0,1200,Ground out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,00/,49,Williams Place,Laneway,,Julia,Buckley,u,+61.498.123.028,grace08@example.com
2022-05-06,1,564.0,562,3 out of 4,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 67 ,26,Glass State Highway,Motorway,,Elizabeth,Scott,u,0400 504 035,elizabeth81@example.org
2022-06-19,2,581.0,1500,1 out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 968 ,397,Martin Foreshore,Pathway,Mrs.,Jennifer,Maxwell,f,+61 496 889 433,anna33@example.com
2022-05-06,3,587.0,1950,Ground out of 3,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,89/,55,Rodriguez Cross,Underpass,Miss,Anita,Murphy,f,(03)47495346,sarahclayton@example.net
2022-06-25,3,587.0,1800,1 out of 3,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Level 2 ,02,Michael Reserve,Interchange,Dr.,Timothy,Ford,m,+61 3 0173 7519,vickifarley@example.org
2022-05-31,2,571.0,950,2 out of 8,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,303/,82,Elizabeth Dale,Quadrant,,Brianna,Horn,u,0404.426.536,robertsmith@example.org
2022-06-10,1,568.0,500,1 out of 3,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,6/,72,Shawn Entrance,Parklands,Mrs.,Mary,Williams,f,08.5518.4089,lopezhaley@example.com
2022-05-18,2,577.0,1050,3 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,069/,366,Bryan Ring,Track,Mr.,Ian,Scott,m,0440 905 760,toniking@example.org
2022-05-29,3,638.0,1800,Ground out of 1,Perth,Semi-Furnished,Bachelors/Family,3,Contact Agent,7/,152,Baker Circle,Parkway,Mrs.,Jessica,Brown,f,07.9949.9416,hgardner@example.com
2022-06-18,2,569.0,1100,3 out of 5,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 467 ,669,Frank Mount,Subway,,Nicholas,Gonzales,u,8180.5609,andersonshelley@example.net
2022-05-24,2,567.0,200,2 out of 7,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Level 1 ,1,Joshua Artery,Crossroad,,Shalv,Dara,u,+61.423.468.175,ljames@example.org
2022-05-06,3,581.0,1400,3 out of 5,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Apt. 722 ,7,Chavez Vale,Rise,Mrs.,Jennifer,Hill,f,0454-858-610,zunigaerin@example.net
2022-05-06,3,578.0,1600,2 out of 5,Perth,Furnished,Bachelors/Family,3,Contact Owner,78/,157,Price State Highway,Follow,Mrs.,Angela,Landry,f,(03)-5897-1511,jperry@example.com
2022-05-06,2,571.0,1150,2 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 400 ,592,Stephen Steps,Dale,Mr.,James,Campbell,m,4744 1349,nicoleherman@example.org
2022-05-06,2,571.0,130,2 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,047/,0,Walls Court,Villas,,Madhav,Vaidya,u,+61705363162,michaellong@example.net
2022-04-30,3,591.0,1720,4 out of 10,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,60/,08,Lisa Byway,Riviera,Dr.,Hunter,Jenkins,m,(02).7873.6217,donald81@example.org
2022-04-30,1,563.0,500,1 out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 696 ,33,James Flat,Entrance,Dr.,Kevin,Salinas,m,(02)-5803-9806,mark18@example.org
2022-06-14,2,571.0,1200,2 out of 6,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 93 ,9,Sandra Quadrant,Broadway,,Nehmat,Dutt,u,1153-8053,iaguirre@example.org
2022-05-06,4,595.0,2400,2 out of 4,Perth,Semi-Furnished,Bachelors/Family,4,Contact Owner,Apt. 396 ,65,Hawkins Alley,Dip,,Mx.,Manuel,u,07.7161.5175,jamessmith@example.net
2022-05-25,2,564.0,800,3 out of 4,Perth,Furnished,Bachelors/Family,2,Contact Owner,Level 2 ,84,Kimberly Intersection,River,Dr.,Jeanne,Ramos,f,+61-487-062-749,garrettmaldonado@example.net
2022-06-24,2,583.0,1300,4 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 26 ,3,Austin Nook,Top,Mr.,Peter,Graham,m,(08)33573555,eugene31@example.org
2022-04-30,2,578.0,1400,4 out of 6,Perth,Furnished,Bachelors/Family,2,Contact Owner,228/,94,Benjamin Strand,Cove,Dr.,Erika,Wilkins,f,46269937,graymatthew@example.net
2022-06-04,2,573.0,650,1 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Suite 584 ,1,Stout Circlet,Route,Mr.,Thabani,Gence,m,0311056261,ctyler@example.com
2022-06-12,2,567.0,103,2 out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,5/,12,Brandon Fairway,Footway,,Kevin,Reid,u,0452.120.302,eric78@example.com
2022-04-30,1,564.0,950,1 out of 5,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,Unit 53 ,8,Cynthia Port,Cross,Mrs.,Kristen,Jacobs,f,02-2096-2377,ricardokramer@example.net
2022-05-06,3,574.0,1500,3 out of 5,Perth,Unfurnished,Bachelors/Family,3,Contact Owner,535/,658,Benjamin Promenade,Outlook,,Jean,Holt,u,07 7814 1201,hjones@example.net
2022-05-12,1,562.0,500,Ground out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,020/,5,Yvonne Lees,Circlet,Mrs.,Sherry,Campbell,f,1081.7446,rodriguezjennifer@example.org
2022-05-12,2,573.0,800,Ground out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 314 ,4,Victoria Block,Grove,Dr.,Victoria,Wolfe,f,0048-0282,allison79@example.net
2022-05-20,2,568.0,800,1 out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 598 ,2,Sheena Firetrail,Dell,,Chad,Williams,u,(02)-7419-9834,richjessica@example.org
2022-05-12,2,568.0,1300,2 out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 92 ,847,Benjamin Subway,Reserve,Mrs.,Ashley,Ayala,f,4028 4413,gayaaron@example.com
2022-05-12,2,572.0,600,2 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,097/,0,John Port,Distributor,,Andrew,Edwards,u,+61 3 4763 8002,michael39@example.org
2022-05-12,3,581.0,1000,2 out of 6,Perth,Unfurnished,Bachelors/Family,3,Contact Owner,Level 2 ,0,Amber Outlook,Dale,Dr.,April,Anderson,f,(08).7224.3634,jacobmeyer@example.org
2022-06-10,3,587.0,1000,1 out of 4,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Apt. 594 ,000,Kevin Circle,Deviation,Dr.,Allison,Young,f,+61273942793,wcortez@example.com
2022-05-12,1,565.0,500,2 out of 3,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,Unit 34 ,92,Harrington Entrance,Amble,Miss,Jacqueline,Williamson,f,(03)-2073-7473,thompsonjoseph@example.net
2022-06-06,1,811.0,8000,Ground out of 4,Perth,Unfurnished,Bachelors/Family,10,Contact Owner,Unit 46 ,5,Gilmore Trunkway,Retreat,Mr.,Darius,Mcconnell,m,08-0710-2246,schmittjamie@example.com
2022-05-01,2,571.0,1100,2 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Level 9 ,941,Margaret Circle,Reach,,David,Harrell,u,+61-2-8217-2529,mary26@example.com
2022-05-06,2,571.0,200,1 out of 1,Perth,Unfurnished,Bachelors,2,Contact Owner,Flat 05 ,6,Brown Steps,Expressway,,Alexander,Collins,u,+61-8-6380-2778,ykramer@example.net
2022-05-25,2,568.0,1800,2 out of 3,Perth,Unfurnished,Family,2,Contact Owner,Level 9 ,08,Ana Junction,Villas,Mr.,Jesse,Kelley,m,07.9155.0671,leejohn@example.org
2022-06-19,1,567.0,400,3 out of 4,Perth,Unfurnished,Bachelors,1,Contact Owner,Suite 376 ,66,Debra Riverway,Parkway,Miss,Sharon,Zimmerman,f,0839393547,beckerjacqueline@example.com
2022-04-30,3,581.0,1400,4 out of 5,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Apt. 478 ,40,Christine Corner,Corner,,Misc.,Heather,u,+61.488.897.360,xprice@example.net
2022-06-10,3,573.0,1300,2 out of 3,Perth,Unfurnished,Bachelors,3,Contact Owner,Apt. 901 ,023,Jonathan Common,Junction,,Carrie,Harrison,u,02-6027-8370,ohurst@example.org
2022-06-06,1,573.0,650,1 out of 6,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,06/,956,Lewis Interchange,Path,Mr.,Cody,Gibbs,m,+61-8-2269-3692,tcastaneda@example.com
2022-04-30,1,562.0,500,2 out of 3,Perth,Unfurnished,Bachelors,1,Contact Owner,Flat 44 ,177,Edwards Gates,Run,,Leah,Andrews,u,0468 416 113,heather00@example.com
2022-04-30,2,567.0,875,4 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Level 9 ,3,Mitchell Roadway,Lees,Mrs.,Jade,Taylor,f,+61-422-591-502,tcombs@example.com
2022-06-24,1,561.0,850,3 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Level 7 ,958,Joe Dell,Arcade,,Jimmy,Newman,u,+61.2.5185.1699,jill32@example.org
2022-05-06,3,594.0,1730,7 out of 9,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Flat 25 ,796,Gina Road,Round,,Chad,Griffin,u,(08)96280369,gonzalezkathy@example.net
2022-05-31,3,576.0,1500,2 out of 6,Perth,Semi-Furnished,Bachelors,3,Contact Owner,Flat 39 ,21,Jerry Highroad,Rosebowl,,Scott,Allen,u,0455.150.531,chapmannicholas@example.org
2022-06-18,2,567.0,900,1 out of 2,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,49/,17,Andrew Bridge,Cruiseway,,Misc.,Tyler,u,+61 7 2177 6182,acoleman@example.org
2022-06-19,2,571.0,925,2 out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 18 ,79,Danielle Anchorage,Outlook,Mr.,Terry,Morris,m,(07) 2787 6230,stacie72@example.org
2022-06-21,3,584.0,1600,1 out of 3,Perth,Semi-Furnished,Family,3,Contact Owner,394/,68,Regina Ground,Green,Dr.,Anthony,Jackson,m,03.9096.5204,morenodouglas@example.com
2022-05-29,2,568.0,1200,Ground out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,7/,02,Kyle Villas,Thoroughfare,,Michelle,Smith,u,(07)36148689,marcus78@example.com
